requested_index,id,question,type,chapter,right,ta,options_text,option_a,option_b,option_c,option_d,option_e,option_f,option_g,imageurl,sohuimg,bestanswer
28132,28132,驾驶机动车向右变更车道前应仔细观察右侧车道车流情况，判断有无变更车道的条件。,1,2,1,1,"A:正确, B:错误",正确,错误,,,,,,,,驾驶机动车向右变更车道时应当要仔细观察右侧车道情况，判断有无变更车道的条件，确认安全后提前开启右转向灯。所以本题选择正确。《道路交通安全法实施条例》第五十七条：机动车向左转弯、向左变更车道、准备超车、驶离停车地点或者掉头时，应当提前开启左转向灯。向右变更车道时，应当开启右转向灯。
225508,225508,距离隧道50米以内的路段不得停车。,1,2,1,1,"A:正确, B:错误",正确,错误,,,,,,,,《道路交通安全法实施条例》第六十三条：交叉路口、铁路道口、急弯路、宽度不足4米的窄路、桥梁、陡坡、隧道以及距离上述地点50米以内的路段，不得停车
33508,33508,如图所示，在这段道路上可以变更到左侧车道掉头。,1,2,2,2,"A:正确, B:错误",,,,,,,,https://wos.58cdn.com.cn/XyVuTsRqXyf/question/33508-1693901901048.jpg,,变更车道时只能在虚线区域变更，此时变更车道的位置是实线区域，不得变更车道掉头。所以本题选错误。
229,229,机动车在高速公路上发生故障时，在来车方向50至100米处设置警告标志。,1,2,2,2,"A:正确, B:错误",,,,,,,,,,注意题中说的是高速公路，高速公路警告标志要设置在车后150米以外。《道路交通安全法》第六十八条：机动车在高速公路上发生故障时，应当依照本法第五十二条的有关规定办理；但是，警告标志应当设置在故障车来车方向一百五十米以外，车上人员应当迅速转移到右侧路肩上或者应急车道内，并且迅速报警。
485,485,这个标志是何含义？,2,2,3,3,"A:直行和左转弯行驶, B:直行和右转弯行驶, C:立体交叉直行和右转弯行驶, D:立体交叉直行和左转弯行驶",直行和左转弯行驶,直行和右转弯行驶,立体交叉直行和右转弯行驶,立体交叉直行和左转弯行驶,,,,https://wos.58cdn.com.cn/XyVuTsRqXyf/question/485-1693897525617.jpg,,图中标志为圆形蓝色底，图案为交叉的向上和向右白色箭头，并且两箭头由一根弧线连接，是指示标志中的立体交叉直行和右转弯行驶标志，表示车辆在立交处可以直行和按图示路线右转弯行驶。此标志设在立交右转弯出口处适当位置。
193765,193765,驾驶机动车在高速公路上行驶，车速超过每小时100公里时，应当与同车道前车保持多少米以上的距离？,2,2,2,2,"A:50, B:100, C:150, D:200",50,100,150,200,,,,,,本题考点为高速公路上跟车距离的要求。当车速超过每小时100公里时，与同车道前车保持100米及以上的跟车距离。所以本题选择100。《道路交通安全法实施条例》第八十条：机动车在高速公路上行驶，车速超过每小时100公里时，应当与同车道前车保持100米以上的距离，车速低于每小时100公里时，与同车道前车距离可以适当缩短，但最小距离不得少于50米。
230,230,机动车在高速公路上发生故障时，将车上人员迅速转移到右侧路肩上或者应急车道内，并且迅速报警。,1,2,1,1,"A:正确, B:错误",,,,,,,,,,题干中主要说车上人员在发生故障后的做法，并没有提到首先要做什么，因此可以忽略开启危险报警闪光灯一项。选正确。《道路交通安全法》：机动车在高速公路上发生故障时，车上人员应当迅速转移到右侧路肩上或者应急车道内，并且迅速报警。
486,486,这个标志是何含义？,2,2,4,4,"A:右侧通行, B:左侧通行, C:向右行驶, D:环岛行驶",右侧通行,左侧通行,向右行驶,环岛行驶,,,,https://wos.58cdn.com.cn/XyVuTsRqXyf/question/486-1693897527359.jpg,,图中标志为圆形蓝色底，图案为三个首尾连接呈环形的白色箭头，是指示标志中的环岛行驶标志，表示只准一切车辆靠左侧道路行驶。此标志设在环岛面向路口来车方向适当位置。
13542,13542,图中左侧白色轿车，在这种情况下为了保证安全，应适当降低车速。,1,2,1,1,"A:正确, B:错误",,,,,,,,https://wos.58cdn.com.cn/XyVuTsRqXyf/question/13542-1724654673175.jpg,,图中道路右侧有限速标志，说明该路段车速应低于60公里/小时。根据仪表显示，目前车速等于60公里/小时，已超速，所以应适当降低车速。所以本题选正确。
225510,225510,前方有下列哪种车辆可以超车？,2,2,4,4,"A:执行任务的救护车, B:执行任务的警车, C:执行任务的消防车, D:城市公交车",执行任务的救护车,执行任务的警车,执行任务的消防车,城市公交车,,,,,,《道路交通安全法》第四十三条：前车为执行紧急任务的警车、消防车、救护车、工程救险车的，不得超车
231,231,机动车在高速公路上发生交通事故无法正常行驶时，用救援车、清障车拖拽、牵引。,1,2,1,1,"A:正确, B:错误",,,,,,,,,,车辆在高速发生故障需要牵引，应由救援车、清障车拖曳、牵引。《道路交通安全法》第六十八条：机动车在高速公路上发生故障或者交通事故，无法正常行驶的，应当由救援车、清障车拖曳、牵引。
487,487,这个标志是何含义？,2,2,1,1,"A:向左单行路, B:向右单行路, C:直行单行路, D:左转让行",向左单行路,向右单行路,直行单行路,左转让行,,,,https://wos.58cdn.com.cn/XyVuTsRqXyf/question/487-1716189724724.jpg,,图中标志为方形蓝色底，图案为向左的白色箭头，是指示标志中的向左单行路标志，表示该道路为单向行驶，已进入车辆应依标志指示方向行车，图中为向左单行路。
225511,225511,"图中交通标志是指（）。
",2,2,4,4,"A:急弯路, B:反向弯路, C:注意合流, D:环形交叉路口",急弯路,反向弯路,注意合流,环形交叉路口,,,,https://wos.58cdn.com.cn/XyVuTsRqXyf/question/225511-1760949537212.jpg,,黄色三角形里面有黑色的环形，表示前方是环形交叉路口驾车人在进入环形交叉路口前，减速慢行，开左转向灯，注意来自左方已经驶入环岛的车辆；进入环岛后，则应将注意力转到由右侧向环道内驶入的车辆
488,488,这个标志是何含义？,2,2,2,2,"A:向左单行路, B:向右单行路, C:直行单行路, D:右转让行",向左单行路,向右单行路,直行单行路,右转让行,,,,https://wos.58cdn.com.cn/XyVuTsRqXyf/question/488-1716189693049.jpg,,图中标志为方形蓝色底，图案为向右的白色箭头，是指示标志中的向右单行路标志，表示该道路为单向行驶，已进入车辆应依标志指示方向行车，图中为向右单行路
24552,24552,驾驶机动车在高速公路上行驶时，应尽可能避免与其他车辆长时间并行。,1,2,1,1,"A:正确, B:错误",,,,,,,,,,高速上长时间与其他车辆并排行驶，是一件非常危险的事情，要尽可能避免所以本题选正确高速上行驶速度较快，并行时两车之间的横向间距缩小，邻道车辆发生突发情况，另一辆车来不急反应，容易引发碰撞事故
225512,225512,雾天行车可开启远光灯。,1,2,2,2,"A:正确, B:错误",正确,错误,,,,,,,,本题考点为灯光的使用相关内容雾天能见度低，为让其他车辆看到自己，要开启雾灯和危险报警闪光灯《道路交通安全法实施条例》规定：机动车在雾天行驶时，应当开启雾灯和危险报警闪光灯
489,489,这个标志是何含义？,2,2,3,3,"A:靠右侧行驶, B:不允许直行, C:直行单行路, D:直行车让行",靠右侧行驶,不允许直行,直行单行路,直行车让行,,,,https://wos.58cdn.com.cn/XyVuTsRqXyf/question/489-1693897531579.jpg,,图中标志为方形蓝色底，图案为向上的白色箭头，是指示标志中的直行单行路标志，表示该道路为单向行驶，已进入车辆应该按标志指示方向行车，图中为直行单行路。
24553,24553,如图所示，驾驶机动车驶出匝道后可以直接驶入行车道。,1,2,2,2,"A:正确, B:错误",,,,,,,,https://wos.58cdn.com.cn/XyVuTsRqXyf/question/24553-1715072999433.jpg,,图中机动车驶出匝道后，在进入高速公路行车道时，不可直接驶入行车道，必须经过加速车道加速后。打开左转向灯，确认后方无车辆通过后再进入行车道。题中说可以直接驶入是错误的，所以本题选错误。
225513,225513,图中A车想要超车，C车已减速、靠右，此时A车正确的做法是（）。,2,2,1,1,"A:放弃超车, B:鸣喇叭示意B车让行, C:从B、C两车间隙加速超车通过, D:直接向左变道迫使B车让行",放弃超车,鸣喇叭示意B车让行,从B、C两车间隙加速超车通过,直接向左变道迫使B车让行,,,,https://wos.58cdn.com.cn/XyVuTsRqXyf/question/225513-1760951178854.jpg,,图中A车前方行驶的C车已经减速靠右，但是对向车道B车与C车正在会车，此时A车若想超车应放弃超车，等B车与C车安全会车后，再超车
490,490,这个标志是何含义？,2,2,4,4,"A:低速行驶, B:注意行人, C:行人先行, D:步行",低速行驶,注意行人,行人先行,步行,,,,https://wos.58cdn.com.cn/XyVuTsRqXyf/question/490-1693897532748.jpg,,图中标志为圆形蓝色底，图案为一大一小两个白色人形，是指示标志中的步行标志，表示该道路只供步行，任何车辆不准进入。
24554,24554,如图所示，A车若想左转，以下做法正确的是什么？,2,2,1,1,"A:直行通过，重新选择行驶路线, B:从直行车道左转, C:直接变更到左转车道, D:向右转弯，重新选择行驶路线",直行通过，重新选择行驶路线,从直行车道左转,直接变更到左转车道,向右转弯，重新选择行驶路线,,,,https://wos.58cdn.com.cn/XyVuTsRqXyf/question/24554-1693900785237.jpg,,图中A车所在车道是直行车道，向左转弯，只能通过左转弯车道进行转弯。A车已错过转弯机会，只能直行通过，重新选择行驶路线。
491,491,这个标志是何含义？,2,2,1,1,"A:应当鸣喇叭, B:禁止鸣喇叭, C:禁止鸣高音喇叭, D:禁止鸣低音喇叭",应当鸣喇叭,禁止鸣喇叭,禁止鸣高音喇叭,禁止鸣低音喇叭,,,,https://wos.58cdn.com.cn/XyVuTsRqXyf/question/491-1693897534442.jpg,,图中标志为圆形蓝色底，图案为一个白色的喇叭，是指示标志中的鸣喇叭标志，表示机动车行至该标志处应鸣喇叭，以提醒其他道路使用者注意。一般在公路的急转弯处、陡坡等视野不良路段的起点。
24555,24555,图中A车可沿箭头方向驶离高速公路。,1,2,2,2,"A:正确, B:错误",,,,,,,,https://wos.58cdn.com.cn/XyVuTsRqXyf/question/24555-1755054089149.jpg,,图中A车即将错过下高速的出口了，这时候压实线通过是非常危险的所以本题选错误《道路交通安全实施条例》第八十二条：机动车在高速公路上行驶，不得有下列行为：倒车、逆行、穿越中央分隔带掉头或者在车道内停车；在匝道、加速车道或者减速车道上超车；骑、轧车行道分界线或者在路肩上行驶；非紧急情况时在应急车道行驶或者停车；试车或者学习驾驶机动车
492,492,这个标志是何含义？,2,2,1,1,"A:人行横道, B:学生通道, C:儿童通道, D:注意行人",人行横道,学生通道,儿童通道,注意行人,,,,https://wos.58cdn.com.cn/XyVuTsRqXyf/question/492-1693897536115.jpg,,图中标志为方形蓝色底，图案为一个白色三角形中有走在人行横道上的行人，是指示标志中的人行横道标志，表示该处为专供行人横穿马路的道路。此标志设在人行横道的两侧。
748,748,机动车在道路边临时停车时，应怎样做？,2,2,3,3,"A:可逆向停放, B:可并列停放, C:不得逆向或并列停放, D:只要出去方便，可随意停放",可逆向停放,可并列停放,不得逆向或并列停放,只要出去方便，可随意停放,,,,,,本题考点为临时停车。路边临时停车时，不得妨碍其他车辆和行人通行，逆向、并列、随意停放都会妨碍其他车辆和行人通行，所以不能这样停放。《道路交通安全法》第五十六条：机动车应当在规定地点停放。在道路上临时停车的，不得妨碍其他车辆和行人通行。
24556,24556,驾驶机动车在高速公路上遇前方车流缓行时，以下做法正确的是什么？,2,2,1,1,"A:跟随车流行驶，保持安全车距, B:进入应急车道行驶, C:可以倒车, D:立即停车",跟随车流行驶，保持安全车距,进入应急车道行驶,可以倒车,立即停车,,,,,,高速公路上遇前方车流缓行，应跟随车流行驶，保持安全车距。在高速公路上立即停车是非常危险的，容易导致后方车辆追尾；高速公路上倒车是违法行为，而且可能引发重大交通事故；在高速公路上行驶如果没有紧急的情况机动车不得在应急车道上行驶。
27116,27116,车辆在高速公路匝道上倒车时，应打开危险报警闪光灯。,1,2,2,2,"A:正确, B:错误",正确,错误,,,,,,,,在高速公路匝道上，不准超车、掉头、停车和倒车。所以本题选错误。《道路交通安全法实施条例》第八十二条：机动车在高速公路上行驶，不得有下列行为：倒车、逆行、穿越中央分隔带掉头或者在车道内停车；在匝道、加速车道或者减速车道上超车。
225516,225516,停车后应观察前后交通环境确保安全，再打开车门。,1,2,1,1,"A:正确, B:错误",正确,错误,,,,,,,,停车后先确认周围环境，再开车门，开关车门时不得妨碍他人通行所以本题选正确靠边停车时，提前开启右转向灯，观察周围交通情况需要下车的，回头观察左后方交通情况，确认安全后，缓慢打开车门，下车后关闭车门
493,493,这个标志是何含义？,2,2,2,2,"A:高度限速50公里/小时, B:最低限速50公里/小时, C:水平高度50米, D:海拔高度50米",高度限速50公里/小时,最低限速50公里/小时,水平高度50米,海拔高度50米,,,,https://wos.58cdn.com.cn/XyVuTsRqXyf/question/493-1693897538024.jpg,,图中标志为圆形蓝色底，图案为白色的数字，圆形底部为白色，是指示标志中的最低限速50公里/小时标志，表示机动车驶入前方道路的最低时速为50公里/小时。此标志设在高速公路或其他道路限速路段的起点。注意区分最高限速标志为白底红字。
749,749,车辆在雨天临时停车时，应开启什么灯？,2,2,2,2,"A:前后雾灯, B:危险报警闪光灯, C:前大灯, D:倒车灯",前后雾灯,危险报警闪光灯,前大灯,倒车灯,,,,,,本题考点为雨天临时停车。雨天路面湿滑，临时停车时要开启危险报警闪光灯，提醒其他车辆注意，以防止后车反应不及时而造成追尾。
2541,2541,大雾天行车多鸣喇叭是为了（）。,2,2,4,4,"A:准备超车, B:催促前车提速, C:催促前车让行, D:引起交通参与者注意",准备超车,催促前车提速,催促前车让行,引起交通参与者注意,,,,,,本题考点为雾天大雾天能见度低，不易于观察周围环境，鸣喇叭是为了提醒对方引起交通参与者注意，这边有车，能避免发生交通事故
24557,24557,驾驶机动车驶出地下车库时，应按照导向箭头的方向行驶，不得逆行。,1,2,1,1,"A:正确, B:错误",,,,,,,,,,地下车库光线较暗，车辆较多，此时驶出地下车库时应按照导向箭头行驶，如果逆行很容易和对向车发生事故。所以本题选正确。
27117,27117,如图所示，在道路与铁路道口遇到一个红灯亮时要停车等待。,1,2,1,1,"A:正确, B:错误",正确,错误,,,,,,https://wos.58cdn.com.cn/XyVuTsRqXyf/question/27117-1693901483761.jpg,,图中铁路道口红灯亮起，表示禁止通行，车辆需要停车等待。所以本题选正确。《道路交通安全法实施条例》第四十三条：道路与铁路平面交叉道口有两个红灯交替闪烁或者一个红灯亮时，表示禁止车辆、行人通行；红灯熄灭时，表示允许车辆、行人通行。
238,238,在什么情况下不得行车？,2,2,2,2,"A:车窗没关闭, B:车门没关闭, C:音响没关闭, D:顶窗没关闭",车窗没关闭,车门没关闭,音响没关闭,顶窗没关闭,,,,,,驾驶人在行车前要关好车门、系好安全带，确保行车安全后才能上路行驶。《道路交通安全法实施条例》第六十二条：驾驶机动车不得有在车门、车厢没有关好时行车的行为。
494,494,这个标志是何含义？,2,2,3,3,"A:单行路, B:停车让行, C:干路先行, D:两侧街道",单行路,停车让行,干路先行,两侧街道,,,,https://wos.58cdn.com.cn/XyVuTsRqXyf/question/494-1693897539763.jpg,,图中标志为方形蓝色底，图案为腰部有白色横线的向上箭头，是指示标志中的干路先行标志，表示从支路进入干路的机动车在无交通警察指挥和交通信号灯的情况下要避让在干路上行驶的机动车，让干路上行驶的机动车先行。此标志设在车道以前适当位置。
750,750,车辆在雪天临时停车时，应开启什么灯？,2,2,4,4,"A:前后雾灯, B:倒车灯, C:前大灯, D:危险报警闪光灯",前后雾灯,倒车灯,前大灯,危险报警闪光灯,,,,,,本题考点为雪天临时停车。雪天路面湿滑，临时停车时要开启危险报警闪光灯、示廓灯和后位灯，提醒其他车辆注意，以防止后车反应不及时而造成追尾，所以本题选择危险报警闪光灯。
2542,2542,如图所示，在这种情况下通过路口，交替使用远近光灯的目的是什么？,2,2,1,1,"A:提示其他交通参与者注意来车, B:检查灯光是否能正常使用, C:准备变更车道, D:超车前提示前车",提示其他交通参与者注意来车,检查灯光是否能正常使用,准备变更车道,超车前提示前车,,,,https://wos.58cdn.com.cn/XyVuTsRqXyf/question/2542-1693899378456.jpg,,图中情况是夜间通过无交通信号灯的交叉路口。夜间光线不足，不易于观察周围环境，交替使用远近光灯，是为了提示其他交通参与者注意来车，以避免发生交通事故。
24558,24558,如图所示，驾驶机动车在路口遇到这种信号灯亮时，确认安全后通过。,1,2,1,1,"A:正确, B:错误",,,,,,,,https://wos.58cdn.com.cn/XyVuTsRqXyf/question/24558-1693900794541.jpg,,路口信号灯是绿灯，表示准许车辆通行，因此在确认安全后可以通过所以本题选正确《道路交通安全实施条例》第三十八条：绿灯亮时，准许车辆通行，但转弯的车辆不得妨碍被放行的直行车辆、行人通行
239,239,驾驶机动车下陡坡时不得有哪些危险行为？,2,2,2,2,"A:提前减挡, B:空挡滑行, C:低挡行驶, D:制动减速",提前减挡,空挡滑行,低挡行驶,制动减速,,,,,,下长坡熄火或空挡滑行，如遇到突发情况紧急制动，容易导致侧滑，甚至出现制动失效、转向失灵等情况。《道路交通安全法实施条例》第六十二条：驾驶机动车不得有下陡坡时熄火或者空挡滑行的行为。
495,495,这个标志是何含义？,2,2,4,4,"A:对向先行, B:停车让行, C:单行路, D:会车先行",对向先行,停车让行,单行路,会车先行,,,,https://wos.58cdn.com.cn/XyVuTsRqXyf/question/495-1693897541449.jpg,,图中标志为方形蓝色底，图案为一个向下红色细箭头和一个白色向上粗箭头，是指示标志中的会车先行标志，表示车辆在会车时享有优先通行权利。此标志设在车道以前适当位置。
198127,198127,这个标志表示距出口距离200米。,1,2,1,1,"A:正确, B:错误",正确,错误,,,,,,https://wos.58cdn.com.cn/XyVuTsRqXyf/question/198127-1725256556476.jpg,,本题考点为道路交通标志相关内容图中标志为200m出口预告标志，用以预告距离出口200米
2543,2543,机动车向左转弯、向左变更车道，驶离停车地点及掉头时，提前开启左转向灯是为了什么？,2,2,3,3,"A:提示前车，将要向左变更行驶路线, B:提示前车，将要向右变更行驶路线, C:提示后车，将要向左变更行驶路线, D:提示后车，将要向右变更行驶路线",提示前车，将要向左变更行驶路线,提示前车，将要向右变更行驶路线,提示后车，将要向左变更行驶路线,提示后车，将要向右变更行驶路线,,,,,,本题考点为左转向灯。机动车向左转弯、向左变更车道，驶离停车地点及掉头时，提前开启左转向灯是为了提示后车，将要向左变更行驶路线。直到路线变更完毕后，才可关闭左转向灯。
24559,24559,如图所示，驾驶机动车在这种情况下可以左转弯。,1,2,1,1,"A:正确, B:错误",,,,,,,,https://wos.58cdn.com.cn/XyVuTsRqXyf/question/24559-1693900796994.jpg,,图中箭头信号灯直行和右转都是红灯，只有左转是绿灯，此时车辆可以左转弯。所以本题选正确。绿色箭头表示允许车辆沿箭头所指方向通行；红色箭头表示禁止车辆沿箭头所指方向通行；黄色箭头表示对箭头所指方向车辆起黄灯作用。
225519,225519,在高速公路上驾车感觉疲劳时，应立即选择最近的服务区停车休息。,1,2,1,1,"A:正确, B:错误",正确,错误,,,,,,,,在高速公路上行驶感觉疲困时，应该找到最近的服务区停车休息在车道上随意停车休息是违法的，并且非常危险，会影响其他车辆正常行驶
240,240,在这段道路上一定要减少鸣喇叭的频率。,1,2,2,2,"A:正确, B:错误",,,,,,,,https://wos.58cdn.com.cn/XyVuTsRqXyf/question/240-1693897294258.jpg,,图中右侧标志是禁止鸣喇叭，题中说减少鸣喇叭，选错误。《道路交通安全法实施条例》第六十二条：驾驶机动车不得有在禁止鸣喇叭的区域或者路段鸣喇叭的行为。右侧的标志是禁止鸣喇叭，减少不等于禁止。
496,496,这个标志是何含义？,2,2,2,2,"A:分向车道, B:右转车道, C:掉头车道, D:左转车道",分向车道,右转车道,掉头车道,左转车道,,,,https://wos.58cdn.com.cn/XyVuTsRqXyf/question/496-1693897543280.jpg,,图中标志为方形蓝色底，图案为一个向右的白色箭头，同时两侧有虚线，是指示标志中的右转车道标志，表示只准一切车辆向右转弯。两条虚线表示车道。
2544,2544,机动车驶近急弯、坡道顶端等影响安全视距的路段时，减速慢行并鸣喇叭示意是为了什么?,2,2,2,2,"A:提示前车己车准备超车, B:提示对向交通参与者, C:避免行至坡顶动力不足, D:测试喇叭是否正常",提示前车己车准备超车,提示对向交通参与者,避免行至坡顶动力不足,测试喇叭是否正常,,,,,,本题考点为驶近急弯、坡道顶端急弯、坡道环境复杂，视距短，无法很好地观察对向交通情况，这时需鸣喇叭提示对向交通参与者我方有来车
24560,24560,如图所示，前车在行驶过程中存在违法行为。,1,2,1,1,"A:正确, B:错误",,,,,,,,https://wos.58cdn.com.cn/XyVuTsRqXyf/question/24560-1715068241614.jpg,,图中右侧标志可知车辆在高速公路上行驶，图中车辆为教练车，教练车不得上高速本题选择正确《道路交通安全法实施条例》第八十二条：试车或者学习驾驶机动车不得上高速公路行驶
33520,33520,如图所示，驾驶机动车行驶至此路口时，以下做法正确的是什么？,2,2,3,3,"A:交替使用远近光灯警告人, B:连续鸣喇叭催促行人快速通过, C:停车让行, D:加速从行人的身后通过",交替使用远近光灯警告人,连续鸣喇叭催促行人快速通过,停车让行,加速从行人的身后通过,,,,https://wos.58cdn.com.cn/XyVuTsRqXyf/question/33520-1693901903531.jpg,,驾驶机动车行经人行横道时，应减速慢行；遇人行横道上有行人通过的，应停车让行。所以本题选停车让行。《道路交通安全法》第四十七条：机动车行经人行横道时，应当减速行驶；遇行人正在通过人行横道，应当停车让行。
241,241,在车门、车厢没有关好时不要驾驶机动车起步。,1,2,1,1,"A:正确, B:错误",,,,,,,,,,驾驶人在行车前要关好车门、车厢、系好安全带，确保行车安全后才能上路行驶。《道路交通安全法实施条例》第六十二条：驾驶机动车不得有在车门、车厢没有关好时行车的行为。
497,497,这个标志是何含义？,2,2,4,4,"A:分向车道, B:右转车道, C:掉头车道, D:左转车道",分向车道,右转车道,掉头车道,左转车道,,,,https://wos.58cdn.com.cn/XyVuTsRqXyf/question/497-1693897545017.jpg,,图中标志为方形蓝色底，图案为一个向左的白色箭头，同时两侧有虚线，是指示标志中的左转车道标志，表示只准一切车辆向左转弯。两条虚线表示车道。
753,753,雨天行车，遇撑雨伞和穿雨衣的行人在公路上行走时，应怎样做？,2,2,4,4,"A:以正常速度行驶, B:持续鸣喇叭示意其让道, C:加速绕行, D:提前鸣喇叭，并适当降低车速",以正常速度行驶,持续鸣喇叭示意其让道,加速绕行,提前鸣喇叭，并适当降低车速,,,,,,本题考点为雨天避让行人。雨天行人撑伞和穿雨衣，会影响视线，对声音的敏感度也会下降，行车时遇到这样的行人，可以提前鸣喇叭示意，并降低车速，防止发生事故。
2545,2545,路口转弯过程中，持续开启转向灯，主要是因为什么?,2,2,2,2,"A:完成转弯动作前，关闭转向灯是习惯动作, B:让其他驾驶人知道您正在转弯, C:让其他驾驶人知道您正在超车, D:完成转弯动作前，关闭转向灯会对车辆造成损害",完成转弯动作前，关闭转向灯是习惯动作,让其他驾驶人知道您正在转弯,让其他驾驶人知道您正在超车,完成转弯动作前，关闭转向灯会对车辆造成损害,,,,,,本题考点为转向灯使用。转弯时开启转向灯是为了提醒其他驾驶人您正在转弯，因此在转弯过程中要持续开启转向灯，直到转弯完毕后，才可关闭转向灯。
13553,13553,车辆因故障等原因需被牵引时，以下说法正确是什么？,2,2,1,1,"A:前后车均应打开报警灯, B:所有车辆都应让行, C:两车尽量快速行驶, D:不受交通信号限制",前后车均应打开报警灯,所有车辆都应让行,两车尽量快速行驶,不受交通信号限制,,,,https://wos.58cdn.com.cn/XyVuTsRqXyf/question/13553-1715070863447.jpg,,图中前方车辆牵引后方故障车辆时，均应开启报警灯。所以本题选前后车均应打开报警灯。《道路交通安全法实施条例》第六十一条：牵引车和被牵引车均应当开启危险报警闪光灯。
225521,225521,在高速公路遇恶劣天气能见度小于100米时，应与同车道前车保持50米以上的距离。,1,2,1,1,"A:正确, B:错误",正确,错误,,,,,,,,速公路上遇到能见度小于100米的气象条件时，车速不得超过每小时40公里，与同车道前车保持50米以上的距离。《道路交通安全法实施条例》第八十一条：机动车在高速公路上行驶，遇有雾、雨、雪、沙尘、冰雹等低能见度气象条件时，能见度小于100米时，开启雾灯、近光灯、示廓灯、前后位灯和危险报警闪光灯，车速不得超过每小时40公里，与同车道前车保持50米以上的距离。
242,242,不要在驾驶室的前后窗范围内悬挂和放置妨碍驾驶人视线的物品。,1,2,1,1,"A:正确, B:错误",,,,,,,,,,本题考点为安全驾驶相关内容。《道路交通安全法实施条例》第六十二条：驾驶机动车不得有在机动车驾驶室的前后窗范围内悬挂、放置妨碍驾驶人视线的物品的行为。
498,498,这个标志是何含义？,2,2,1,1,"A:直行车道, B:右转车道, C:掉头车道, D:左转车道",直行车道,右转车道,掉头车道,左转车道,,,,https://wos.58cdn.com.cn/XyVuTsRqXyf/question/498-1693897546866.jpg,,图中标志为方形蓝色底，图案为一个向上的白色箭头，同时两侧有虚线，是指示标志中的直行车道标志，表示只准一切车辆直行。两条虚线表示车道。
2546,2546,如图所示，在这种情况下跟车行驶，不能使用远光灯的原因是什么?,2,2,3,3,"A:不利于看清远方的路况, B:不利于看清车前的路况, C:会影响前车驾驶人的视线, D:会影响自己的视线",不利于看清远方的路况,不利于看清车前的路况,会影响前车驾驶人的视线,会影响自己的视线,,,,https://wos.58cdn.com.cn/XyVuTsRqXyf/question/2546-1693899381203.jpg,,本题考点为夜间跟车。夜间驾驶机动车与同方向行驶的前车距离较近时，远光灯容易造成驾驶人眩目，影响前车的视线，使前方驾驶员无法看清周围情况，容易造成事故，所以不能使用远光灯。
22770,22770,停车时，应观察前后交通环境确保安全后，再打开机动车车门。,1,2,1,1,"A:正确, B:错误",,,,,,,,,,停车后先确认周围环境，再开车门，开关车门时不得妨碍他人通行。所以本题选正确。靠边停车时，提前开启右转向灯，观察周围交通情况。需要下车的，回头观察左后方交通情况，确认安全后，缓慢打开车门，下车后关闭车门。
27122,27122,这个标志提示需要注意什么？,2,2,2,2,"A:前方是交通事故易发路段事故, B:前方路段正在进行道路交通事故管理, C:注意前方有障碍物, D:前方道路正在施工",前方是交通事故易发路段事故,前方路段正在进行道路交通事故管理,注意前方有障碍物,前方道路正在施工,,,,https://wos.58cdn.com.cn/XyVuTsRqXyf/question/27122-1693901485878.jpg,,本题考点为道路交通标志相关内容。图中粉红色底三角形里有事故两字，为交通事故管理标志，提醒驾驶人前方路段正在进行道路交通事故管理。交通事故管理：用以警告前方路段正在进行道路交通事故管理，车辆驾驶人应减速慢行、停车等候或绕道行驶。作为临时性标志支设在进行交通事故管理的路段前适当位置。
179954,179954,社会车辆距离消防栓或者消防队（站）门前30米以内的路段不能停车。,1,2,1,1,"A:正确, B:错误",,,,,,,,,,《道路交通安全法实施条例》第六十三条：公共汽车站、急救站、加油站、消防栓或者消防队（站）门前以及距离上述地点30米以内的路段，除使用上述设施的以外，不得停车
243,243,行车中在道路情况良好的条件下可以观看车载视频。,1,2,2,2,"A:正确, B:错误",,,,,,,,,,无论路况是否良好，开车观看视频都会妨碍安全驾驶，易引发事故。《道路交通安全法实施条例》第六十二条：驾驶机动车不得有拨打接听手持电话、观看电视等妨碍安全驾驶的行为。
499,499,这个标志是何含义？,2,2,3,3,"A:直行和左转车道, B:直行和辅路出口车道, C:直行和右转合用车道, D:分向行驶车道",直行和左转车道,直行和辅路出口车道,直行和右转合用车道,分向行驶车道,,,,https://wos.58cdn.com.cn/XyVuTsRqXyf/question/499-1693897548779.jpg,,图中标志为方形蓝色底，图案为向上和向右的白色箭头，同时两侧有虚线，是指示标志中的直行和右转合用车道标志，表示只准一切车辆直行和向右转弯。两条虚线表示车道。
755,755,驾驶车辆变更车道时，应提前开启转向灯，注意观察，保持安全距离，驶入要变更的车道。,1,2,1,1,"A:正确, B:错误",,,,,,,,,,本题考点为变更车道。变更车道时要提前开启转向灯，并且要观察周围情况，保持安全距离，只有在确认安全的情况下才能驶入需要变更的车道，所以本题选择正确。
